Prefix Length,Determiners,Prompt,Answer,Correct
2,at least thirteen-sixteen,"The teacher ate both of the sandwiches. Did the teacher eat all of the sandwiches? Yes.
Adam ate exactly two of the chocolates. Did Adam eat none of the chocolates? No.
Jim ate at least thirteen of the strawberries. Did Jim eat sixteen of the strawberries?", No.,0
2,sixteen-sixteen,"The teacher ate both of the sandwiches. Did the teacher eat all of the sandwiches? Yes.
Adam ate exactly two of the chocolates. Did Adam eat none of the chocolates? No.
Sophie liked sixteen of the bagels. Did Sophie like sixteen of the bagels?", Yes.,1
2,at least thirteen-at least thirteen,"The teacher ate both of the sandwiches. Did the teacher eat all of the sandwiches? Yes.
Adam ate exactly two of the chocolates. Did Adam eat none of the chocolates? No.
Mary saw at least thirteen of the pastries. Did Mary see at least thirteen of the pastries?", Yes.,1
2,thirteen-sixteen,"Adam ate three of the sandwiches. Did Adam eat more than two of the sandwiches? Yes.
Lucy noticed most of the hats. Did Lucy notice none of the hats? No.
The teacher owned thirteen of the churros. Did the teacher own sixteen of the churros?", No.,1
2,sixteen-thirteen,"Adam ate three of the sandwiches. Did Adam eat more than two of the sandwiches? Yes.
Lucy noticed most of the hats. Did Lucy notice none of the hats? No.
Sixteen of the pancakes are colourful. Are thirteen of the pancakes colourful?", Yes.,1
2,sixteen-at least thirteen,"Adam ate three of the sandwiches. Did Adam eat more than two of the sandwiches? Yes.
Lucy noticed most of the hats. Did Lucy notice none of the hats? No.
Lucy ate sixteen of the cherries. Did Lucy eat at least thirteen of the cherries?", Yes.,1
2,at least thirteen-sixteen,"Adam ate three of the sandwiches. Did Adam eat more than two of the sandwiches? Yes.
Lucy noticed most of the hats. Did Lucy notice none of the hats? No.
Mark had at least thirteen of the sandwiches. Did Mark have sixteen of the sandwiches?", Yes.,0
2,sixteen-sixteen,"Adam ate three of the sandwiches. Did Adam eat more than two of the sandwiches? Yes.
Lucy noticed most of the hats. Did Lucy notice none of the hats? No.
The actress had sixteen of the cakes. Did the actress have sixteen of the cakes?", Yes.,1
2,at least thirteen-at least thirteen,"Adam ate three of the sandwiches. Did Adam eat more than two of the sandwiches? Yes.
Lucy noticed most of the hats. Did Lucy notice none of the hats? No.
Jo spotted at least thirteen of the mugs. Did Jo spot at least thirteen of the mugs?", Yes.,1
2,thirteen-sixteen,"Sam had three of the pancakes. Did Sam have more than two of the pancakes? Yes.
Most of the snacks are tasty. Are none of the snacks tasty? No.
Sally bought thirteen of the umbrellas. Did Sally buy sixteen of the umbrellas?", No.,1
2,sixteen-thirteen,"Sam had three of the pancakes. Did Sam have more than two of the pancakes? Yes.
Most of the snacks are tasty. Are none of the snacks tasty? No.
The actress noticed sixteen of the rings. Did the actress notice thirteen of the rings?", Yes.,1
2,sixteen-at least thirteen,"Sam had three of the pancakes. Did Sam have more than two of the pancakes? Yes.
Most of the snacks are tasty. Are none of the snacks tasty? No.
The singer purchased sixteen of the pastries. Did the singer purchase at least thirteen of the pastries?", Yes.,1
2,at least thirteen-sixteen,"Sam had three of the pancakes. Did Sam have more than two of the pancakes? Yes.
Most of the snacks are tasty. Are none of the snacks tasty? No.
Jim liked at least thirteen of the rings. Did Jim like sixteen of the rings?", No.,0
2,sixteen-sixteen,"Sam had three of the pancakes. Did Sam have more than two of the pancakes? Yes.
Most of the snacks are tasty. Are none of the snacks tasty? No.
Mark had sixteen of the bagels. Did Mark have sixteen of the bagels?", Yes.,1
2,at least thirteen-at least thirteen,"Sam had three of the pancakes. Did Sam have more than two of the pancakes? Yes.
Most of the snacks are tasty. Are none of the snacks tasty? No.
Sophie bought at least thirteen of the strawberries. Did Sophie buy at least thirteen of the strawberries?", Yes.,1
2,thirteen-sixteen,"The woman sold exactly two of the apples. Did the woman sell one of the apples? No.
The teacher owned both of the sandwiches. Did the teacher own all of the sandwiches? Yes.
Jo sold thirteen of the scarves. Did Jo sell sixteen of the scarves?", No.,1
2,sixteen-thirteen,"The woman sold exactly two of the apples. Did the woman sell one of the apples? No.
The teacher owned both of the sandwiches. Did the teacher own all of the sandwiches? Yes.
Mary ordered sixteen of the backpacks. Did Mary order thirteen of the backpacks?", No.,0
2,sixteen-at least thirteen,"The woman sold exactly two of the apples. Did the woman sell one of the apples? No.
The teacher owned both of the sandwiches. Did the teacher own all of the sandwiches? Yes.
Sixteen of the keyrings are orange. Are at least thirteen of the keyrings orange?", Yes.,1
2,at least thirteen-sixteen,"The woman sold exactly two of the apples. Did the woman sell one of the apples? No.
The teacher owned both of the sandwiches. Did the teacher own all of the sandwiches? Yes.
At least thirteen of the bagels are delicious. Are sixteen of the bagels delicious?", Yes.,0
2,sixteen-sixteen,"The woman sold exactly two of the apples. Did the woman sell one of the apples? No.
The teacher owned both of the sandwiches. Did the teacher own all of the sandwiches? Yes.
Sophie wanted sixteen of the cherries. Did Sophie want sixteen of the cherries?", Yes.,1
2,at least thirteen-at least thirteen,"The woman sold exactly two of the apples. Did the woman sell one of the apples? No.
The teacher owned both of the sandwiches. Did the teacher own all of the sandwiches? Yes.
At least thirteen of the sandwiches are warm. Are at least thirteen of the sandwiches warm?", Yes.,1
2,thirteen-sixteen,"The singer spotted exactly two of the pastries. Did the singer spot three of the pastries? No.
Some of the oranges are expensive. Are two of the oranges expensive? Yes.
Sidney got thirteen of the cakes. Did Sidney get sixteen of the cakes?", No.,1
2,sixteen-thirteen,"The singer spotted exactly two of the pastries. Did the singer spot three of the pastries? No.
Some of the oranges are expensive. Are two of the oranges expensive? Yes.
The singer sold sixteen of the cars. Did the singer sell thirteen of the cars?", No.,0
2,sixteen-at least thirteen,"The singer spotted exactly two of the pastries. Did the singer spot three of the pastries? No.
Some of the oranges are expensive. Are two of the oranges expensive? Yes.
Michael purchased sixteen of the bottles. Did Michael purchase at least thirteen of the bottles?", Yes.,1
2,at least thirteen-sixteen,"The singer spotted exactly two of the pastries. Did the singer spot three of the pastries? No.
Some of the oranges are expensive. Are two of the oranges expensive? Yes.
Adam noticed at least thirteen of the shirts. Did Adam notice sixteen of the shirts?", No.,0
2,sixteen-sixteen,"The singer spotted exactly two of the pastries. Did the singer spot three of the pastries? No.
Some of the oranges are expensive. Are two of the oranges expensive? Yes.
The actor ordered sixteen of the bagels. Did the actor order sixteen of the bagels?", No.,0
2,at least thirteen-at least thirteen,"The singer spotted exactly two of the pastries. Did the singer spot three of the pastries? No.
Some of the oranges are expensive. Are two of the oranges expensive? Yes.
At least thirteen of the pancakes are expensive. Are at least thirteen of the pancakes expensive?", Yes.,1
2,thirteen-sixteen,"Sam wanted three of the oranges. Did Sam want more than two of the oranges? Yes.
None of the churros are impressive. Are two of the churros impressive? No.
Adam spotted thirteen of the cakes. Did Adam spot sixteen of the cakes?", No.,1
2,sixteen-thirteen,"Sam wanted three of the oranges. Did Sam want more than two of the oranges? Yes.
None of the churros are impressive. Are two of the churros impressive? No.
John ate sixteen of the chocolates. Did John eat thirteen of the chocolates?", No.,0
2,sixteen-at least thirteen,"Sam wanted three of the oranges. Did Sam want more than two of the oranges? Yes.
None of the churros are impressive. Are two of the churros impressive? No.
Adam noticed sixteen of the backpacks. Did Adam notice at least thirteen of the backpacks?", Yes.,1
2,at least thirteen-sixteen,"Sam wanted three of the oranges. Did Sam want more than two of the oranges? Yes.
None of the churros are impressive. Are two of the churros impressive? No.
Bill liked at least thirteen of the oranges. Did Bill like sixteen of the oranges?", Yes.,0
2,sixteen-sixteen,"Sam wanted three of the oranges. Did Sam want more than two of the oranges? Yes.
None of the churros are impressive. Are two of the churros impressive? No.
Robin wanted sixteen of the snacks. Did Robin want sixteen of the snacks?", Yes.,1
2,at least thirteen-at least thirteen,"Sam wanted three of the oranges. Did Sam want more than two of the oranges? Yes.
None of the churros are impressive. Are two of the churros impressive? No.
Jim ate at least thirteen of the pastries. Did Jim eat at least thirteen of the pastries?", Yes.,1
2,thirteen-sixteen,"Most of the burgers are expensive. Are none of the burgers expensive? No.
Sophie liked some of the pastries. Did Sophie like two of the pastries? Yes.
Thirteen of the bagels are delicious. Are sixteen of the bagels delicious?", No.,1
2,sixteen-thirteen,"Most of the burgers are expensive. Are none of the burgers expensive? No.
Sophie liked some of the pastries. Did Sophie like two of the pastries? Yes.
Jim had sixteen of the oranges. Did Jim have thirteen of the oranges?", No.,0
2,sixteen-at least thirteen,"Most of the burgers are expensive. Are none of the burgers expensive? No.
Sophie liked some of the pastries. Did Sophie like two of the pastries? Yes.
Jim had sixteen of the sweaters. Did Jim have at least thirteen of the sweaters?", Yes.,1
2,at least thirteen-sixteen,"Most of the burgers are expensive. Are none of the burgers expensive? No.
Sophie liked some of the pastries. Did Sophie like two of the pastries? Yes.
Sally got at least thirteen of the tickets. Did Sally get sixteen of the tickets?", No.,0
2,sixteen-sixteen,"Most of the burgers are expensive. Are none of the burgers expensive? No.
Sophie liked some of the pastries. Did Sophie like two of the pastries? Yes.
Lucy bought sixteen of the scarves. Did Lucy buy sixteen of the scarves?", Yes.,1
2,at least thirteen-at least thirteen,"Most of the burgers are expensive. Are none of the burgers expensive? No.
Sophie liked some of the pastries. Did Sophie like two of the pastries? Yes.
The teacher ordered at least thirteen of the tickets. Did the teacher order at least thirteen of the tickets?", Yes.,1
2,thirteen-sixteen,"Three of the shoes are affordable. Are more than two of the shoes affordable? Yes.
Jo sold most of the mugs. Did Jo sell none of the mugs? No.
Thirteen of the shirts are impressive. Are sixteen of the shirts impressive?", No.,1
2,sixteen-thirteen,"Three of the shoes are affordable. Are more than two of the shoes affordable? Yes.
Jo sold most of the mugs. Did Jo sell none of the mugs? No.
Jo ordered sixteen of the pancakes. Did Jo order thirteen of the pancakes?", No.,0
2,sixteen-at least thirteen,"Three of the shoes are affordable. Are more than two of the shoes affordable? Yes.
Jo sold most of the mugs. Did Jo sell none of the mugs? No.
Adam spotted sixteen of the cars. Did Adam spot at least thirteen of the cars?", Yes.,1
2,at least thirteen-sixteen,"Three of the shoes are affordable. Are more than two of the shoes affordable? Yes.
Jo sold most of the mugs. Did Jo sell none of the mugs? No.
Ann noticed at least thirteen of the warnings. Did Ann notice sixteen of the warnings?", No.,0
2,sixteen-sixteen,"Three of the shoes are affordable. Are more than two of the shoes affordable? Yes.
Jo sold most of the mugs. Did Jo sell none of the mugs? No.
Mark ordered sixteen of the cakes. Did Mark order sixteen of the cakes?", Yes.,1
2,at least thirteen-at least thirteen,"Three of the shoes are affordable. Are more than two of the shoes affordable? Yes.
Jo sold most of the mugs. Did Jo sell none of the mugs? No.
John had at least thirteen of the keyrings. Did John have at least thirteen of the keyrings?", Yes.,1
2,thirteen-sixteen,"The teacher spotted most of the cakes. Did the teacher spot none of the cakes? No.
Sally ordered both of the apples. Did Sally order all of the apples? Yes.
Jim spotted thirteen of the bottles. Did Jim spot sixteen of the bottles?", No.,1
2,sixteen-thirteen,"The teacher spotted most of the cakes. Did the teacher spot none of the cakes? No.
Sally ordered both of the apples. Did Sally order all of the apples? Yes.
The singer noticed sixteen of the cupcakes. Did the singer notice thirteen of the cupcakes?", No.,0
2,sixteen-at least thirteen,"The teacher spotted most of the cakes. Did the teacher spot none of the cakes? No.
Sally ordered both of the apples. Did Sally order all of the apples? Yes.
Sixteen of the bagels are expensive. Are at least thirteen of the bagels expensive?", Yes.,1
2,at least thirteen-sixteen,"The teacher spotted most of the cakes. Did the teacher spot none of the cakes? No.
Sally ordered both of the apples. Did Sally order all of the apples? Yes.
Sam ate at least thirteen of the oranges. Did Sam eat sixteen of the oranges?", No.,0
2,sixteen-sixteen,"The teacher spotted most of the cakes. Did the teacher spot none of the cakes? No.
Sally ordered both of the apples. Did Sally order all of the apples? Yes.
The woman bought sixteen of the cakes. Did the woman buy sixteen of the cakes?", No.,0
2,at least thirteen-at least thirteen,"The teacher spotted most of the cakes. Did the teacher spot none of the cakes? No.
Sally ordered both of the apples. Did Sally order all of the apples? Yes.
Adam bought at least thirteen of the pancakes. Did Adam buy at least thirteen of the pancakes?", Yes.,1
2,thirteen-sixteen,"Mark wanted most of the shoes. Did Mark want none of the shoes? No.
Sidney ate both of the pancakes. Did Sidney eat two of the pancakes? Yes.
Michael got thirteen of the cars. Did Michael get sixteen of the cars?", No.,1
2,sixteen-thirteen,"Mark wanted most of the shoes. Did Mark want none of the shoes? No.
Sidney ate both of the pancakes. Did Sidney eat two of the pancakes? Yes.
Sixteen of the cakes are mouldy. Are thirteen of the cakes mouldy?", No.,0
2,sixteen-at least thirteen,"Mark wanted most of the shoes. Did Mark want none of the shoes? No.
Sidney ate both of the pancakes. Did Sidney eat two of the pancakes? Yes.
Sixteen of the burgers are cold. Are at least thirteen of the burgers cold?", Yes.,1
2,at least thirteen-sixteen,"Mark wanted most of the shoes. Did Mark want none of the shoes? No.
Sidney ate both of the pancakes. Did Sidney eat two of the pancakes? Yes.
The woman ordered at least thirteen of the chocolates. Did the woman order sixteen of the chocolates?", No.,0
2,sixteen-sixteen,"Mark wanted most of the shoes. Did Mark want none of the shoes? No.
Sidney ate both of the pancakes. Did Sidney eat two of the pancakes? Yes.
Sixteen of the attractions are colourful. Are sixteen of the attractions colourful?", Yes.,1
2,at least thirteen-at least thirteen,"Mark wanted most of the shoes. Did Mark want none of the shoes? No.
Sidney ate both of the pancakes. Did Sidney eat two of the pancakes? Yes.
The teacher noticed at least thirteen of the oranges. Did the teacher notice at least thirteen of the oranges?", Yes.,1
2,thirteen-sixteen,"Mark had all of the cupcakes. Did Mark have none of the cupcakes? No.
The actor got two of the toys. Did the actor get some of the toys? Yes.
Thirteen of the cakes are impressive. Are sixteen of the cakes impressive?", No.,1
2,sixteen-thirteen,"Mark had all of the cupcakes. Did Mark have none of the cupcakes? No.
The actor got two of the toys. Did the actor get some of the toys? Yes.
Jim got sixteen of the bagels. Did Jim get thirteen of the bagels?", No.,0
2,sixteen-at least thirteen,"Mark had all of the cupcakes. Did Mark have none of the cupcakes? No.
The actor got two of the toys. Did the actor get some of the toys? Yes.
The actress got sixteen of the hats. Did the actress get at least thirteen of the hats?", Yes.,1
2,at least thirteen-sixteen,"Mark had all of the cupcakes. Did Mark have none of the cupcakes? No.
The actor got two of the toys. Did the actor get some of the toys? Yes.
Mark ate at least thirteen of the pastries. Did Mark eat sixteen of the pastries?", No.,0
2,sixteen-sixteen,"Mark had all of the cupcakes. Did Mark have none of the cupcakes? No.
The actor got two of the toys. Did the actor get some of the toys? Yes.
The man had sixteen of the shirts. Did the man have sixteen of the shirts?", Yes.,1
2,at least thirteen-at least thirteen,"Mark had all of the cupcakes. Did Mark have none of the cupcakes? No.
The actor got two of the toys. Did the actor get some of the toys? Yes.
At least thirteen of the shirts are blue. Are at least thirteen of the shirts blue?", Yes.,1
2,thirteen-sixteen,"Sam noticed half of the strawberries. Did Sam notice half of the strawberries? Yes.
The man owned exactly two of the mugs. Did the man own none of the mugs? No.
Thirteen of the oranges are on sale. Are sixteen of the oranges on sale?", No.,1
2,sixteen-thirteen,"Sam noticed half of the strawberries. Did Sam notice half of the strawberries? Yes.
The man owned exactly two of the mugs. Did the man own none of the mugs? No.
Sixteen of the mugs are orange. Are thirteen of the mugs orange?", Yes.,1
2,sixteen-at least thirteen,"Sam noticed half of the strawberries. Did Sam notice half of the strawberries? Yes.
The man owned exactly two of the mugs. Did the man own none of the mugs? No.
The actress got sixteen of the cherries. Did the actress get at least thirteen of the cherries?", Yes.,1
2,at least thirteen-sixteen,"Sam noticed half of the strawberries. Did Sam notice half of the strawberries? Yes.
The man owned exactly two of the mugs. Did the man own none of the mugs? No.
Jim spotted at least thirteen of the chocolates. Did Jim spot sixteen of the chocolates?", No.,0
2,sixteen-sixteen,"Sam noticed half of the strawberries. Did Sam notice half of the strawberries? Yes.
The man owned exactly two of the mugs. Did the man own none of the mugs? No.
The woman purchased sixteen of the pretzels. Did the woman purchase sixteen of the pretzels?", Yes.,1
2,at least thirteen-at least thirteen,"Sam noticed half of the strawberries. Did Sam notice half of the strawberries? Yes.
The man owned exactly two of the mugs. Did the man own none of the mugs? No.
Robin sold at least thirteen of the rings. Did Robin sell at least thirteen of the rings?", Yes.,1
2,thirteen-sixteen,"The teacher ate all of the pancakes. Did the teacher eat none of the pancakes? No.
Laura sold three of the keyrings. Did Laura sell three of the keyrings? Yes.
Jo sold thirteen of the rings. Did Jo sell sixteen of the rings?", No.,1
2,sixteen-thirteen,"The teacher ate all of the pancakes. Did the teacher eat none of the pancakes? No.
Laura sold three of the keyrings. Did Laura sell three of the keyrings? Yes.
Lucy purchased sixteen of the snacks. Did Lucy purchase thirteen of the snacks?", No.,0
2,sixteen-at least thirteen,"The teacher ate all of the pancakes. Did the teacher eat none of the pancakes? No.
Laura sold three of the keyrings. Did Laura sell three of the keyrings? Yes.
Sam sold sixteen of the pastries. Did Sam sell at least thirteen of the pastries?", Yes.,1
2,at least thirteen-sixteen,"The teacher ate all of the pancakes. Did the teacher eat none of the pancakes? No.
Laura sold three of the keyrings. Did Laura sell three of the keyrings? Yes.
The singer ate at least thirteen of the bagels. Did the singer eat sixteen of the bagels?", No.,0
2,sixteen-sixteen,"The teacher ate all of the pancakes. Did the teacher eat none of the pancakes? No.
Laura sold three of the keyrings. Did Laura sell three of the keyrings? Yes.
The man noticed sixteen of the keyrings. Did the man notice sixteen of the keyrings?", No.,0
2,at least thirteen-at least thirteen,"The teacher ate all of the pancakes. Did the teacher eat none of the pancakes? No.
Laura sold three of the keyrings. Did Laura sell three of the keyrings? Yes.
Michael got at least thirteen of the tickets. Did Michael get at least thirteen of the tickets?", Yes.,1
2,thirteen-sixteen,"Adam saw exactly two of the umbrellas. Did Adam see three of the umbrellas? No.
The actor noticed three of the cakes. Did the actor notice more than two of the cakes? Yes.
Thirteen of the candles are orange. Are sixteen of the candles orange?", No.,1
2,sixteen-thirteen,"Adam saw exactly two of the umbrellas. Did Adam see three of the umbrellas? No.
The actor noticed three of the cakes. Did the actor notice more than two of the cakes? Yes.
Adam wanted sixteen of the tickets. Did Adam want thirteen of the tickets?", No.,0
2,sixteen-at least thirteen,"Adam saw exactly two of the umbrellas. Did Adam see three of the umbrellas? No.
The actor noticed three of the cakes. Did the actor notice more than two of the cakes? Yes.
Sidney purchased sixteen of the hats. Did Sidney purchase at least thirteen of the hats?", Yes.,1
2,at least thirteen-sixteen,"Adam saw exactly two of the umbrellas. Did Adam see three of the umbrellas? No.
The actor noticed three of the cakes. Did the actor notice more than two of the cakes? Yes.
Bill spotted at least thirteen of the signs. Did Bill spot sixteen of the signs?", No.,0
2,sixteen-sixteen,"Adam saw exactly two of the umbrellas. Did Adam see three of the umbrellas? No.
The actor noticed three of the cakes. Did the actor notice more than two of the cakes? Yes.
Mary ate sixteen of the pastries. Did Mary eat sixteen of the pastries?", Yes.,1
2,at least thirteen-at least thirteen,"Adam saw exactly two of the umbrellas. Did Adam see three of the umbrellas? No.
The actor noticed three of the cakes. Did the actor notice more than two of the cakes? Yes.
John noticed at least thirteen of the cars. Did John notice at least thirteen of the cars?", Yes.,1
2,thirteen-sixteen,"Jo noticed three of the mugs. Did Jo notice more than two of the mugs? Yes.
Sidney noticed exactly two of the giraffes. Did Sidney notice none of the giraffes? No.
Bill liked thirteen of the oranges. Did Bill like sixteen of the oranges?", No.,1
2,sixteen-thirteen,"Jo noticed three of the mugs. Did Jo notice more than two of the mugs? Yes.
Sidney noticed exactly two of the giraffes. Did Sidney notice none of the giraffes? No.
Bill ordered sixteen of the rings. Did Bill order thirteen of the rings?", Yes.,1
2,sixteen-at least thirteen,"Jo noticed three of the mugs. Did Jo notice more than two of the mugs? Yes.
Sidney noticed exactly two of the giraffes. Did Sidney notice none of the giraffes? No.
Adam spotted sixteen of the bottles. Did Adam spot at least thirteen of the bottles?", Yes.,1
2,at least thirteen-sixteen,"Jo noticed three of the mugs. Did Jo notice more than two of the mugs? Yes.
Sidney noticed exactly two of the giraffes. Did Sidney notice none of the giraffes? No.
Sally ordered at least thirteen of the cars. Did Sally order sixteen of the cars?", No.,0
2,sixteen-sixteen,"Jo noticed three of the mugs. Did Jo notice more than two of the mugs? Yes.
Sidney noticed exactly two of the giraffes. Did Sidney notice none of the giraffes? No.
Sixteen of the pastries are mouldy. Are sixteen of the pastries mouldy?", Yes.,1
2,at least thirteen-at least thirteen,"Jo noticed three of the mugs. Did Jo notice more than two of the mugs? Yes.
Sidney noticed exactly two of the giraffes. Did Sidney notice none of the giraffes? No.
The actress ordered at least thirteen of the pretzels. Did the actress order at least thirteen of the pretzels?", Yes.,1
3,thirteen-sixteen,"Sam bought some of the rings. Did Sam buy two of the rings? Yes.
Sally sold exactly two of the oranges. Did Sally sell one of the oranges? No.
Most of the cherries are on sale. Are three of the cherries on sale? Maybe.
Jim saw thirteen of the cakes. Did Jim see sixteen of the cakes?", No.,1
3,sixteen-thirteen,"Sam bought some of the rings. Did Sam buy two of the rings? Yes.
Sally sold exactly two of the oranges. Did Sally sell one of the oranges? No.
Most of the cherries are on sale. Are three of the cherries on sale? Maybe.
Bill noticed sixteen of the toys. Did Bill notice thirteen of the toys?", No.,0
3,sixteen-at least thirteen,"Sam bought some of the rings. Did Sam buy two of the rings? Yes.
Sally sold exactly two of the oranges. Did Sally sell one of the oranges? No.
Most of the cherries are on sale. Are three of the cherries on sale? Maybe.
Robin ate sixteen of the sandwiches. Did Robin eat at least thirteen of the sandwiches?", Yes.,1
3,at least thirteen-sixteen,"Sam bought some of the rings. Did Sam buy two of the rings? Yes.
Sally sold exactly two of the oranges. Did Sally sell one of the oranges? No.
Most of the cherries are on sale. Are three of the cherries on sale? Maybe.
The woman purchased at least thirteen of the chocolates. Did the woman purchase sixteen of the chocolates?", No.,0
3,sixteen-sixteen,"Sam bought some of the rings. Did Sam buy two of the rings? Yes.
Sally sold exactly two of the oranges. Did Sally sell one of the oranges? No.
Most of the cherries are on sale. Are three of the cherries on sale? Maybe.
Sally bought sixteen of the churros. Did Sally buy sixteen of the churros?", Yes.,1
3,at least thirteen-at least thirteen,"Sam bought some of the rings. Did Sam buy two of the rings? Yes.
Sally sold exactly two of the oranges. Did Sally sell one of the oranges? No.
Most of the cherries are on sale. Are three of the cherries on sale? Maybe.
Mark saw at least thirteen of the sweaters. Did Mark see at least thirteen of the sweaters?", Yes.,1
3,thirteen-sixteen,"Adam owned most of the tickets. Did Adam own none of the tickets? No.
Ann liked two of the hats. Did Ann like half of the hats? Maybe.
Adam ate some of the churros. Did Adam eat more than one of the churros? Yes.
Thirteen of the mugs are expensive. Are sixteen of the mugs expensive?", No.,1
3,sixteen-thirteen,"Adam owned most of the tickets. Did Adam own none of the tickets? No.
Ann liked two of the hats. Did Ann like half of the hats? Maybe.
Adam ate some of the churros. Did Adam eat more than one of the churros? Yes.
Robin owned sixteen of the cupcakes. Did Robin own thirteen of the cupcakes?", No.,0
3,sixteen-at least thirteen,"Adam owned most of the tickets. Did Adam own none of the tickets? No.
Ann liked two of the hats. Did Ann like half of the hats? Maybe.
Adam ate some of the churros. Did Adam eat more than one of the churros? Yes.
Mary ordered sixteen of the shirts. Did Mary order at least thirteen of the shirts?", Yes.,1
3,at least thirteen-sixteen,"Adam owned most of the tickets. Did Adam own none of the tickets? No.
Ann liked two of the hats. Did Ann like half of the hats? Maybe.
Adam ate some of the churros. Did Adam eat more than one of the churros? Yes.
Sally spotted at least thirteen of the toys. Did Sally spot sixteen of the toys?", No.,0
3,sixteen-sixteen,"Adam owned most of the tickets. Did Adam own none of the tickets? No.
Ann liked two of the hats. Did Ann like half of the hats? Maybe.
Adam ate some of the churros. Did Adam eat more than one of the churros? Yes.
The actress had sixteen of the strawberries. Did the actress have sixteen of the strawberries?", Yes.,1
3,at least thirteen-at least thirteen,"Adam owned most of the tickets. Did Adam own none of the tickets? No.
Ann liked two of the hats. Did Ann like half of the hats? Maybe.
Adam ate some of the churros. Did Adam eat more than one of the churros? Yes.
Bill saw at least thirteen of the peanuts. Did Bill see at least thirteen of the peanuts?", Yes.,1
3,thirteen-sixteen,"Sam purchased some of the pancakes. Did Sam purchase two of the pancakes? Yes.
Jim purchased several of the pancakes. Did Jim purchase none of the pancakes? No.
Half of the cakes are cold. Are three of the cakes cold? Maybe.
Adam ordered thirteen of the chocolates. Did Adam order sixteen of the chocolates?", No.,1
3,sixteen-thirteen,"Sam purchased some of the pancakes. Did Sam purchase two of the pancakes? Yes.
Jim purchased several of the pancakes. Did Jim purchase none of the pancakes? No.
Half of the cakes are cold. Are three of the cakes cold? Maybe.
Jim liked sixteen of the strawberries. Did Jim like thirteen of the strawberries?", No.,0
3,sixteen-at least thirteen,"Sam purchased some of the pancakes. Did Sam purchase two of the pancakes? Yes.
Jim purchased several of the pancakes. Did Jim purchase none of the pancakes? No.
Half of the cakes are cold. Are three of the cakes cold? Maybe.
Sixteen of the mugs are yellow. Are at least thirteen of the mugs yellow?", Yes.,1
3,at least thirteen-sixteen,"Sam purchased some of the pancakes. Did Sam purchase two of the pancakes? Yes.
Jim purchased several of the pancakes. Did Jim purchase none of the pancakes? No.
Half of the cakes are cold. Are three of the cakes cold? Maybe.
At least thirteen of the chocolates are impressive. Are sixteen of the chocolates impressive?", Yes.,0
3,sixteen-sixteen,"Sam purchased some of the pancakes. Did Sam purchase two of the pancakes? Yes.
Jim purchased several of the pancakes. Did Jim purchase none of the pancakes? No.
Half of the cakes are cold. Are three of the cakes cold? Maybe.
Sixteen of the hats are colourful. Are sixteen of the hats colourful?", Yes.,1
3,at least thirteen-at least thirteen,"Sam purchased some of the pancakes. Did Sam purchase two of the pancakes? Yes.
Jim purchased several of the pancakes. Did Jim purchase none of the pancakes? No.
Half of the cakes are cold. Are three of the cakes cold? Maybe.
The teacher spotted at least thirteen of the apples. Did the teacher spot at least thirteen of the apples?", Yes.,1
3,thirteen-sixteen,"Jo owned two of the sandwiches. Did Jo own half of the sandwiches? Maybe.
The teacher liked all of the burgers. Did the teacher like none of the burgers? No.
Jo owned both of the cherries. Did Jo own two of the cherries? Yes.
The actor noticed thirteen of the apples. Did the actor notice sixteen of the apples?", No.,1
3,sixteen-thirteen,"Jo owned two of the sandwiches. Did Jo own half of the sandwiches? Maybe.
The teacher liked all of the burgers. Did the teacher like none of the burgers? No.
Jo owned both of the cherries. Did Jo own two of the cherries? Yes.
Lucy saw sixteen of the giraffes. Did Lucy see thirteen of the giraffes?", No.,0
3,sixteen-at least thirteen,"Jo owned two of the sandwiches. Did Jo own half of the sandwiches? Maybe.
The teacher liked all of the burgers. Did the teacher like none of the burgers? No.
Jo owned both of the cherries. Did Jo own two of the cherries? Yes.
John owned sixteen of the umbrellas. Did John own at least thirteen of the umbrellas?", Yes.,1
3,at least thirteen-sixteen,"Jo owned two of the sandwiches. Did Jo own half of the sandwiches? Maybe.
The teacher liked all of the burgers. Did the teacher like none of the burgers? No.
Jo owned both of the cherries. Did Jo own two of the cherries? Yes.
Robin ordered at least thirteen of the bagels. Did Robin order sixteen of the bagels?", No.,0
3,sixteen-sixteen,"Jo owned two of the sandwiches. Did Jo own half of the sandwiches? Maybe.
The teacher liked all of the burgers. Did the teacher like none of the burgers? No.
Jo owned both of the cherries. Did Jo own two of the cherries? Yes.
Laura wanted sixteen of the sweaters. Did Laura want sixteen of the sweaters?", No.,0
3,at least thirteen-at least thirteen,"Jo owned two of the sandwiches. Did Jo own half of the sandwiches? Maybe.
The teacher liked all of the burgers. Did the teacher like none of the burgers? No.
Jo owned both of the cherries. Did Jo own two of the cherries? Yes.
At least thirteen of the dogs are pretty. Are at least thirteen of the dogs pretty?", Yes.,1
3,thirteen-sixteen,"John owned both of the snacks. Did John own all of the snacks? Yes.
Bill sold none of the pastries. Did Bill sell some of the pastries? No.
The teacher noticed two of the cars. Did the teacher notice half of the cars? Maybe.
Lucy sold thirteen of the umbrellas. Did Lucy sell sixteen of the umbrellas?", No.,1
