Prefix Length,Determiners,Prompt,Answer,Correct
1,some-some,"Bill purchased two of the bagels. Did Bill purchase more than one of the bagels? Yes.
Some of the cherries are sold out. Are some of the cherries sold out?", Yes.,1
1,some-all,"Lucy owned half of the snacks. Did Lucy own some of the snacks? Yes.
Some of the umbrellas are sold out. Are all of the umbrellas sold out?", No.,1
1,all-some,"Lucy owned half of the snacks. Did Lucy own some of the snacks? Yes.
All of the churros are cold. Are some of the churros cold?", Yes.,1
1,all-all,"Lucy owned half of the snacks. Did Lucy own some of the snacks? Yes.
Mark bought all of the oranges. Did Mark buy all of the oranges?", No.,0
1,some-some,"Lucy owned half of the snacks. Did Lucy own some of the snacks? Yes.
Ann spotted some of the cars. Did Ann spot some of the cars?", Yes.,1
1,some-all,"The actress noticed both of the cupcakes. Did the actress notice both of the cupcakes? Yes.
Some of the peanuts are cheap. Are all of the peanuts cheap?", No.,1
1,all-some,"The actress noticed both of the cupcakes. Did the actress notice both of the cupcakes? Yes.
All of the tickets are blue. Are some of the tickets blue?", Yes.,1
1,all-all,"The actress noticed both of the cupcakes. Did the actress notice both of the cupcakes? Yes.
Michael noticed all of the temples. Did Michael notice all of the temples?", Yes.,1
1,some-some,"The actress noticed both of the cupcakes. Did the actress notice both of the cupcakes? Yes.
Some of the toys are green. Are some of the toys green?", Yes.,1
1,some-all,"Sally spotted half of the cars. Did Sally spot some of the cars? Yes.
Sam ordered some of the candles. Did Sam order all of the candles?", No.,1
1,all-some,"Sally spotted half of the cars. Did Sally spot some of the cars? Yes.
Jim spotted all of the signs. Did Jim spot some of the signs?", Yes.,1
1,all-all,"Sally spotted half of the cars. Did Sally spot some of the cars? Yes.
Sophie wanted all of the tickets. Did Sophie want all of the tickets?", No.,0
1,some-some,"Sally spotted half of the cars. Did Sally spot some of the cars? Yes.
Some of the mugs are affordable. Are some of the mugs affordable?", Yes.,1
1,some-all,"Jim sold both of the cars. Did Jim sell two of the cars? Yes.
The woman had some of the bottles. Did the woman have all of the bottles?", No.,1
1,all-some,"Jim sold both of the cars. Did Jim sell two of the cars? Yes.
Mary had all of the toys. Did Mary have some of the toys?", Yes.,1
1,all-all,"Jim sold both of the cars. Did Jim sell two of the cars? Yes.
All of the hats are expensive. Are all of the hats expensive?", Yes.,1
1,some-some,"Jim sold both of the cars. Did Jim sell two of the cars? Yes.
Laura ate some of the burgers. Did Laura eat some of the burgers?", Yes.,1
1,some-all,"The man spotted three of the keyrings. Did the man spot more than two of the keyrings? Yes.
Sam saw some of the attractions. Did Sam see all of the attractions?", No.,1
1,all-some,"The man spotted three of the keyrings. Did the man spot more than two of the keyrings? Yes.
All of the candles are on sale. Are some of the candles on sale?", Yes.,1
1,all-all,"The man spotted three of the keyrings. Did the man spot more than two of the keyrings? Yes.
Jim sold all of the cars. Did Jim sell all of the cars?", Yes.,1
1,some-some,"The man spotted three of the keyrings. Did the man spot more than two of the keyrings? Yes.
Some of the shirts are cheap. Are some of the shirts cheap?", Yes.,1
1,some-all,"Bill spotted two of the pretzels. Did Bill spot two of the pretzels? Yes.
John saw some of the parades. Did John see all of the parades?", No.,1
1,all-some,"Bill spotted two of the pretzels. Did Bill spot two of the pretzels? Yes.
Bill ordered all of the hats. Did Bill order some of the hats?", No.,0
1,all-all,"Bill spotted two of the pretzels. Did Bill spot two of the pretzels? Yes.
Sophie purchased all of the sweaters. Did Sophie purchase all of the sweaters?", Yes.,1
1,some-some,"Bill spotted two of the pretzels. Did Bill spot two of the pretzels? Yes.
Mark ate some of the churros. Did Mark eat some of the churros?", Yes.,1
1,some-all,"Laura bought three of the sandwiches. Did Laura buy more than two of the sandwiches? Yes.
Mark owned some of the pastries. Did Mark own all of the pastries?", No.,1
1,all-some,"Laura bought three of the sandwiches. Did Laura buy more than two of the sandwiches? Yes.
All of the snacks are cold. Are some of the snacks cold?", Yes.,1
1,all-all,"Laura bought three of the sandwiches. Did Laura buy more than two of the sandwiches? Yes.
The woman liked all of the cakes. Did the woman like all of the cakes?", Yes.,1
1,some-some,"Laura bought three of the sandwiches. Did Laura buy more than two of the sandwiches? Yes.
The singer got some of the umbrellas. Did the singer get some of the umbrellas?", Yes.,1
1,some-all,"The actor spotted half of the bottles. Did the actor spot half of the bottles? Yes.
Laura owned some of the candles. Did Laura own all of the candles?", No.,1
1,all-some,"The actor spotted half of the bottles. Did the actor spot half of the bottles? Yes.
Mary wanted all of the peanuts. Did Mary want some of the peanuts?", Yes.,1
1,all-all,"The actor spotted half of the bottles. Did the actor spot half of the bottles? Yes.
Bill got all of the candles. Did Bill get all of the candles?", No.,0
1,some-some,"The actor spotted half of the bottles. Did the actor spot half of the bottles? Yes.
The woman owned some of the chocolates. Did the woman own some of the chocolates?", Yes.,1
2,some-all,"Half of the peanuts are mouldy. Are some of the peanuts mouldy? Yes.
All of the sandwiches are cold. Are none of the sandwiches cold? No.
Adam noticed some of the cakes. Did Adam notice all of the cakes?", No.,1
2,all-some,"Half of the peanuts are mouldy. Are some of the peanuts mouldy? Yes.
All of the sandwiches are cold. Are none of the sandwiches cold? No.
All of the cars are impressive. Are some of the cars impressive?", Yes.,1
2,all-all,"Half of the peanuts are mouldy. Are some of the peanuts mouldy? Yes.
All of the sandwiches are cold. Are none of the sandwiches cold? No.
Sam liked all of the pastries. Did Sam like all of the pastries?", Yes.,1
2,some-some,"Half of the peanuts are mouldy. Are some of the peanuts mouldy? Yes.
All of the sandwiches are cold. Are none of the sandwiches cold? No.
The man had some of the bagels. Did the man have some of the bagels?", Yes.,1
2,some-all,"The man owned most of the toys. Did the man own none of the toys? No.
Jim noticed three of the shoes. Did Jim notice three of the shoes? Yes.
Laura ate some of the sandwiches. Did Laura eat all of the sandwiches?", No.,1
2,all-some,"The man owned most of the toys. Did the man own none of the toys? No.
Jim noticed three of the shoes. Did Jim notice three of the shoes? Yes.
Sally bought all of the cakes. Did Sally buy some of the cakes?", No.,0
2,all-all,"The man owned most of the toys. Did the man own none of the toys? No.
Jim noticed three of the shoes. Did Jim notice three of the shoes? Yes.
Laura spotted all of the oranges. Did Laura spot all of the oranges?", No.,0
2,some-some,"The man owned most of the toys. Did the man own none of the toys? No.
Jim noticed three of the shoes. Did Jim notice three of the shoes? Yes.
Bill ordered some of the pastries. Did Bill order some of the pastries?", Yes.,1
2,some-all,"The actress wanted three of the snacks. Did the actress want three of the snacks? Yes.
Most of the cars are cheap. Are none of the cars cheap? No.
The man ordered some of the pretzels. Did the man order all of the pretzels?", No.,1
2,all-some,"The actress wanted three of the snacks. Did the actress want three of the snacks? Yes.
Most of the cars are cheap. Are none of the cars cheap? No.
All of the shoes are orange. Are some of the shoes orange?", Yes.,1
2,all-all,"The actress wanted three of the snacks. Did the actress want three of the snacks? Yes.
Most of the cars are cheap. Are none of the cars cheap? No.
Ann ordered all of the cupcakes. Did Ann order all of the cupcakes?", Yes.,1
2,some-some,"The actress wanted three of the snacks. Did the actress want three of the snacks? Yes.
Most of the cars are cheap. Are none of the cars cheap? No.
Some of the cars are orange. Are some of the cars orange?", Yes.,1
2,some-all,"The actress had all of the pancakes. Did the actress have none of the pancakes? No.
Three of the tickets are affordable. Are more than two of the tickets affordable? Yes.
Adam ordered some of the pastries. Did Adam order all of the pastries?", No.,1
2,all-some,"The actress had all of the pancakes. Did the actress have none of the pancakes? No.
Three of the tickets are affordable. Are more than two of the tickets affordable? Yes.
Jim ordered all of the shirts. Did Jim order some of the shirts?", No.,0
2,all-all,"The actress had all of the pancakes. Did the actress have none of the pancakes? No.
Three of the tickets are affordable. Are more than two of the tickets affordable? Yes.
All of the cherries are cheap. Are all of the cherries cheap?", Yes.,1
2,some-some,"The actress had all of the pancakes. Did the actress have none of the pancakes? No.
Three of the tickets are affordable. Are more than two of the tickets affordable? Yes.
Robin wanted some of the mugs. Did Robin want some of the mugs?", Yes.,1
2,some-all,"The actress owned none of the churros. Did the actress own two of the churros? No.
Lucy bought two of the candles. Did Lucy buy more than one of the candles? Yes.
Ann spotted some of the temples. Did Ann spot all of the temples?", No.,1
2,all-some,"The actress owned none of the churros. Did the actress own two of the churros? No.
Lucy bought two of the candles. Did Lucy buy more than one of the candles? Yes.
John got all of the burgers. Did John get some of the burgers?", No.,0
2,all-all,"The actress owned none of the churros. Did the actress own two of the churros? No.
Lucy bought two of the candles. Did Lucy buy more than one of the candles? Yes.
Sophie wanted all of the tickets. Did Sophie want all of the tickets?", Yes.,1
2,some-some,"The actress owned none of the churros. Did the actress own two of the churros? No.
Lucy bought two of the candles. Did Lucy buy more than one of the candles? Yes.
Some of the cakes are on sale. Are some of the cakes on sale?", Yes.,1
2,some-all,"Laura noticed three of the cupcakes. Did Laura notice more than two of the cupcakes? Yes.
Exactly two of the apples are impressive. Are three of the apples impressive? No.
Sophie spotted some of the chocolates. Did Sophie spot all of the chocolates?", No.,1
2,all-some,"Laura noticed three of the cupcakes. Did Laura notice more than two of the cupcakes? Yes.
Exactly two of the apples are impressive. Are three of the apples impressive? No.
Mary got all of the churros. Did Mary get some of the churros?", Yes.,1
2,all-all,"Laura noticed three of the cupcakes. Did Laura notice more than two of the cupcakes? Yes.
Exactly two of the apples are impressive. Are three of the apples impressive? No.
Bill spotted all of the mugs. Did Bill spot all of the mugs?", Yes.,1
2,some-some,"Laura noticed three of the cupcakes. Did Laura notice more than two of the cupcakes? Yes.
Exactly two of the apples are impressive. Are three of the apples impressive? No.
Sidney noticed some of the shoes. Did Sidney notice some of the shoes?", Yes.,1
2,some-all,"Several of the tickets are on sale. Are none of the tickets on sale? No.
The actress saw two of the cars. Did the actress see some of the cars? Yes.
The teacher owned some of the cupcakes. Did the teacher own all of the cupcakes?", No.,1
2,all-some,"Several of the tickets are on sale. Are none of the tickets on sale? No.
The actress saw two of the cars. Did the actress see some of the cars? Yes.
The actress had all of the apples. Did the actress have some of the apples?", No.,0
2,all-all,"Several of the tickets are on sale. Are none of the tickets on sale? No.
The actress saw two of the cars. Did the actress see some of the cars? Yes.
Lucy liked all of the toys. Did Lucy like all of the toys?", Yes.,1
2,some-some,"Several of the tickets are on sale. Are none of the tickets on sale? No.
The actress saw two of the cars. Did the actress see some of the cars? Yes.
Some of the cupcakes are mouldy. Are some of the cupcakes mouldy?", Yes.,1
2,some-all,"Most of the keyrings are expensive. Are none of the keyrings expensive? No.
Half of the backpacks are green. Are half of the backpacks green? Yes.
Mark ate some of the peanuts. Did Mark eat all of the peanuts?", No.,1
2,all-some,"Most of the keyrings are expensive. Are none of the keyrings expensive? No.
Half of the backpacks are green. Are half of the backpacks green? Yes.
The actor spotted all of the cupcakes. Did the actor spot some of the cupcakes?", No.,0
2,all-all,"Most of the keyrings are expensive. Are none of the keyrings expensive? No.
Half of the backpacks are green. Are half of the backpacks green? Yes.
Robin sold all of the candles. Did Robin sell all of the candles?", Yes.,1
2,some-some,"Most of the keyrings are expensive. Are none of the keyrings expensive? No.
Half of the backpacks are green. Are half of the backpacks green? Yes.
Michael liked some of the chocolates. Did Michael like some of the chocolates?", Yes.,1
2,some-all,"Sophie spotted half of the oranges. Did Sophie spot half of the oranges? Yes.
Sam bought all of the oranges. Did Sam buy none of the oranges? No.
Lucy wanted some of the bottles. Did Lucy want all of the bottles?", No.,1
2,all-some,"Sophie spotted half of the oranges. Did Sophie spot half of the oranges? Yes.
Sam bought all of the oranges. Did Sam buy none of the oranges? No.
The woman ordered all of the mugs. Did the woman order some of the mugs?", Yes.,1
2,all-all,"Sophie spotted half of the oranges. Did Sophie spot half of the oranges? Yes.
Sam bought all of the oranges. Did Sam buy none of the oranges? No.
All of the shoes are cheap. Are all of the shoes cheap?", Yes.,1
2,some-some,"Sophie spotted half of the oranges. Did Sophie spot half of the oranges? Yes.
Sam bought all of the oranges. Did Sam buy none of the oranges? No.
Laura wanted some of the cherries. Did Laura want some of the cherries?", Yes.,1
2,some-all,"Exactly two of the sandwiches are expensive. Are one of the sandwiches expensive? No.
Robin saw both of the rings. Did Robin see two of the rings? Yes.
Jim ate some of the churros. Did Jim eat all of the churros?", No.,1
2,all-some,"Exactly two of the sandwiches are expensive. Are one of the sandwiches expensive? No.
Robin saw both of the rings. Did Robin see two of the rings? Yes.
Adam owned all of the pancakes. Did Adam own some of the pancakes?", No.,0
2,all-all,"Exactly two of the sandwiches are expensive. Are one of the sandwiches expensive? No.
Robin saw both of the rings. Did Robin see two of the rings? Yes.
Jim had all of the keyrings. Did Jim have all of the keyrings?", No.,0
2,some-some,"Exactly two of the sandwiches are expensive. Are one of the sandwiches expensive? No.
Robin saw both of the rings. Did Robin see two of the rings? Yes.
Sophie ate some of the snacks. Did Sophie eat some of the snacks?", Yes.,1
2,some-all,"The woman sold two of the cars. Did the woman sell more than one of the cars? Yes.
The teacher had all of the pastries. Did the teacher have none of the pastries? No.
The actor sold some of the pancakes. Did the actor sell all of the pancakes?", No.,1
2,all-some,"The woman sold two of the cars. Did the woman sell more than one of the cars? Yes.
The teacher had all of the pastries. Did the teacher have none of the pastries? No.
Robin had all of the shirts. Did Robin have some of the shirts?", Yes.,1
2,all-all,"The woman sold two of the cars. Did the woman sell more than one of the cars? Yes.
The teacher had all of the pastries. Did the teacher have none of the pastries? No.
All of the attractions are colourful. Are all of the attractions colourful?", Yes.,1
2,some-some,"The woman sold two of the cars. Did the woman sell more than one of the cars? Yes.
The teacher had all of the pastries. Did the teacher have none of the pastries? No.
Some of the oranges are expensive. Are some of the oranges expensive?", Yes.,1
2,some-all,"Laura noticed some of the strawberries. Did Laura notice more than one of the strawberries? Yes.
The actor wanted all of the peanuts. Did the actor want none of the peanuts? No.
The actor saw some of the candles. Did the actor see all of the candles?", No.,1
2,all-some,"Laura noticed some of the strawberries. Did Laura notice more than one of the strawberries? Yes.
The actor wanted all of the peanuts. Did the actor want none of the peanuts? No.
Michael wanted all of the cakes. Did Michael want some of the cakes?", Yes.,1
2,all-all,"Laura noticed some of the strawberries. Did Laura notice more than one of the strawberries? Yes.
The actor wanted all of the peanuts. Did the actor want none of the peanuts? No.
All of the bottles are cheap. Are all of the bottles cheap?", Yes.,1
2,some-some,"Laura noticed some of the strawberries. Did Laura notice more than one of the strawberries? Yes.
The actor wanted all of the peanuts. Did the actor want none of the peanuts? No.
Robin wanted some of the cherries. Did Robin want some of the cherries?", Yes.,1
2,some-all,"Ann got both of the peanuts. Did Ann get two of the peanuts? Yes.
Michael bought all of the peanuts. Did Michael buy none of the peanuts? No.
Jim sold some of the bottles. Did Jim sell all of the bottles?", No.,1
2,all-some,"Ann got both of the peanuts. Did Ann get two of the peanuts? Yes.
Michael bought all of the peanuts. Did Michael buy none of the peanuts? No.
Sally bought all of the peanuts. Did Sally buy some of the peanuts?", Yes.,1
2,all-all,"Ann got both of the peanuts. Did Ann get two of the peanuts? Yes.
Michael bought all of the peanuts. Did Michael buy none of the peanuts? No.
Sally purchased all of the cherries. Did Sally purchase all of the cherries?", Yes.,1
2,some-some,"Ann got both of the peanuts. Did Ann get two of the peanuts? Yes.
Michael bought all of the peanuts. Did Michael buy none of the peanuts? No.
The singer had some of the bagels. Did the singer have some of the bagels?", Yes.,1
2,some-all,"The actor liked half of the keyrings. Did the actor like some of the keyrings? Yes.
Lucy purchased all of the peanuts. Did Lucy purchase none of the peanuts? No.
Some of the umbrellas are green. Are all of the umbrellas green?", No.,1
2,all-some,"The actor liked half of the keyrings. Did the actor like some of the keyrings? Yes.
Lucy purchased all of the peanuts. Did Lucy purchase none of the peanuts? No.
All of the snacks are delicious. Are some of the snacks delicious?", Yes.,1
2,all-all,"The actor liked half of the keyrings. Did the actor like some of the keyrings? Yes.
Lucy purchased all of the peanuts. Did Lucy purchase none of the peanuts? No.
The actor ate all of the cupcakes. Did the actor eat all of the cupcakes?", Yes.,1
2,some-some,"The actor liked half of the keyrings. Did the actor like some of the keyrings? Yes.
Lucy purchased all of the peanuts. Did Lucy purchase none of the peanuts? No.
Some of the snacks are delicious. Are some of the snacks delicious?", Yes.,1
2,some-all,"Laura purchased several of the candles. Did Laura purchase none of the candles? No.
Three of the shoes are pretty. Are three of the shoes pretty? Yes.
Some of the mugs are blue. Are all of the mugs blue?", No.,1
2,all-some,"Laura purchased several of the candles. Did Laura purchase none of the candles? No.
Three of the shoes are pretty. Are three of the shoes pretty? Yes.
All of the backpacks are colourful. Are some of the backpacks colourful?", No.,0
2,all-all,"Laura purchased several of the candles. Did Laura purchase none of the candles? No.
Three of the shoes are pretty. Are three of the shoes pretty? Yes.
John sold all of the sandwiches. Did John sell all of the sandwiches?", No.,0
2,some-some,"Laura purchased several of the candles. Did Laura purchase none of the candles? No.
Three of the shoes are pretty. Are three of the shoes pretty? Yes.
Mary bought some of the snacks. Did Mary buy some of the snacks?", No.,0
2,some-all,"Adam owned both of the churros. Did Adam own two of the churros? Yes.
Bill saw all of the dogs. Did Bill see none of the dogs? No.
Robin bought some of the bagels. Did Robin buy all of the bagels?", No.,1
2,all-some,"Adam owned both of the churros. Did Adam own two of the churros? Yes.
Bill saw all of the dogs. Did Bill see none of the dogs? No.
Sally saw all of the keyrings. Did Sally see some of the keyrings?", Yes.,1
2,all-all,"Adam owned both of the churros. Did Adam own two of the churros? Yes.
Bill saw all of the dogs. Did Bill see none of the dogs? No.
The man saw all of the cupcakes. Did the man see all of the cupcakes?", Yes.,1
2,some-some,"Adam owned both of the churros. Did Adam own two of the churros? Yes.
Bill saw all of the dogs. Did Bill see none of the dogs? No.
The actress wanted some of the sweaters. Did the actress want some of the sweaters?", Yes.,1
2,some-all,"Sophie wanted most of the bagels. Did Sophie want none of the bagels? No.
Three of the toys are impressive. Are three of the toys impressive? Yes.
Some of the cupcakes are cold. Are all of the cupcakes cold?", No.,1
2,all-some,"Sophie wanted most of the bagels. Did Sophie want none of the bagels? No.
Three of the toys are impressive. Are three of the toys impressive? Yes.
All of the hats are sold out. Are some of the hats sold out?", No.,0
2,all-all,"Sophie wanted most of the bagels. Did Sophie want none of the bagels? No.
Three of the toys are impressive. Are three of the toys impressive? Yes.
The man bought all of the cakes. Did the man buy all of the cakes?", No.,0
2,some-some,"Sophie wanted most of the bagels. Did Sophie want none of the bagels? No.
Three of the toys are impressive. Are three of the toys impressive? Yes.
John liked some of the backpacks. Did John like some of the backpacks?", No.,0
2,some-all,"The actor wanted several of the sandwiches. Did the actor want none of the sandwiches? No.
Lucy bought two of the bagels. Did Lucy buy some of the bagels? Yes.
Michael owned some of the rings. Did Michael own all of the rings?", No.,1
2,all-some,"The actor wanted several of the sandwiches. Did the actor want none of the sandwiches? No.
Lucy bought two of the bagels. Did Lucy buy some of the bagels? Yes.
The teacher wanted all of the cupcakes. Did the teacher want some of the cupcakes?", No.,0
2,all-all,"The actor wanted several of the sandwiches. Did the actor want none of the sandwiches? No.
Lucy bought two of the bagels. Did Lucy buy some of the bagels? Yes.
Laura had all of the apples. Did Laura have all of the apples?", Yes.,1
2,some-some,"The actor wanted several of the sandwiches. Did the actor want none of the sandwiches? No.
Lucy bought two of the bagels. Did Lucy buy some of the bagels? Yes.
Sidney bought some of the candles. Did Sidney buy some of the candles?", No.,0
2,some-all,"Lucy saw several of the pretzels. Did Lucy see none of the pretzels? No.
Jim noticed some of the stores. Did Jim notice two of the stores? Yes.
The actor wanted some of the cupcakes. Did the actor want all of the cupcakes?", No.,1
2,all-some,"Lucy saw several of the pretzels. Did Lucy see none of the pretzels? No.
Jim noticed some of the stores. Did Jim notice two of the stores? Yes.
All of the hats are cheap. Are some of the hats cheap?", Yes.,1
2,all-all,"Lucy saw several of the pretzels. Did Lucy see none of the pretzels? No.
Jim noticed some of the stores. Did Jim notice two of the stores? Yes.
All of the pancakes are sold out. Are all of the pancakes sold out?", Yes.,1
2,some-some,"Lucy saw several of the pretzels. Did Lucy see none of the pretzels? No.
Jim noticed some of the stores. Did Jim notice two of the stores? Yes.
Mark had some of the hats. Did Mark have some of the hats?", Yes.,1
2,some-all,"Sally spotted several of the sandwiches. Did Sally spot none of the sandwiches? No.
Laura wanted two of the toys. Did Laura want two of the toys? Yes.
Bill liked some of the cakes. Did Bill like all of the cakes?", No.,1
2,all-some,"Sally spotted several of the sandwiches. Did Sally spot none of the sandwiches? No.
Laura wanted two of the toys. Did Laura want two of the toys? Yes.
Laura purchased all of the hats. Did Laura purchase some of the hats?", No.,0
2,all-all,"Sally spotted several of the sandwiches. Did Sally spot none of the sandwiches? No.
Laura wanted two of the toys. Did Laura want two of the toys? Yes.
Sally saw all of the performers. Did Sally see all of the performers?", No.,0
2,some-some,"Sally spotted several of the sandwiches. Did Sally spot none of the sandwiches? No.
Laura wanted two of the toys. Did Laura want two of the toys? Yes.
Sally saw some of the stores. Did Sally see some of the stores?", Yes.,1
2,some-all,"The actor noticed two of the chocolates. Did the actor notice more than one of the chocolates? Yes.
The man ordered several of the candles. Did the man order none of the candles? No.
Some of the sandwiches are colourful. Are all of the sandwiches colourful?", No.,1
2,all-some,"The actor noticed two of the chocolates. Did the actor notice more than one of the chocolates? Yes.
The man ordered several of the candles. Did the man order none of the candles? No.
Sam saw all of the burgers. Did Sam see some of the burgers?", Yes.,1
2,all-all,"The actor noticed two of the chocolates. Did the actor notice more than one of the chocolates? Yes.
The man ordered several of the candles. Did the man order none of the candles? No.
All of the cherries are cold. Are all of the cherries cold?", Yes.,1
2,some-some,"The actor noticed two of the chocolates. Did the actor notice more than one of the chocolates? Yes.
The man ordered several of the candles. Did the man order none of the candles? No.
Some of the tickets are red. Are some of the tickets red?", Yes.,1
2,some-all,"Ann owned some of the pancakes. Did Ann own two of the pancakes? Yes.
Jim liked all of the rings. Did Jim like none of the rings? No.
Adam noticed some of the mugs. Did Adam notice all of the mugs?", No.,1
2,all-some,"Ann owned some of the pancakes. Did Ann own two of the pancakes? Yes.
Jim liked all of the rings. Did Jim like none of the rings? No.
Jim wanted all of the shirts. Did Jim want some of the shirts?", Yes.,1
2,all-all,"Ann owned some of the pancakes. Did Ann own two of the pancakes? Yes.
Jim liked all of the rings. Did Jim like none of the rings? No.
Mary sold all of the keyrings. Did Mary sell all of the keyrings?", Yes.,1
2,some-some,"Ann owned some of the pancakes. Did Ann own two of the pancakes? Yes.
Jim liked all of the rings. Did Jim like none of the rings? No.
Mary spotted some of the cherries. Did Mary spot some of the cherries?", Yes.,1
2,some-all,"Jim had several of the sweaters. Did Jim have none of the sweaters? No.
Laura bought three of the mugs. Did Laura buy more than two of the mugs? Yes.
Mary had some of the keyrings. Did Mary have all of the keyrings?", No.,1
2,all-some,"Jim had several of the sweaters. Did Jim have none of the sweaters? No.
Laura bought three of the mugs. Did Laura buy more than two of the mugs? Yes.
Jim ordered all of the peanuts. Did Jim order some of the peanuts?", No.,0
2,all-all,"Jim had several of the sweaters. Did Jim have none of the sweaters? No.
Laura bought three of the mugs. Did Laura buy more than two of the mugs? Yes.
Michael bought all of the peanuts. Did Michael buy all of the peanuts?", Yes.,1
2,some-some,"Jim had several of the sweaters. Did Jim have none of the sweaters? No.
Laura bought three of the mugs. Did Laura buy more than two of the mugs? Yes.
The actress got some of the peanuts. Did the actress get some of the peanuts?", Yes.,1
2,some-all,"Both of the cars are on sale. Are two of the cars on sale? Yes.
Exactly two of the strawberries are warm. Are none of the strawberries warm? No.
Sidney liked some of the cupcakes. Did Sidney like all of the cupcakes?", No.,1
2,all-some,"Both of the cars are on sale. Are two of the cars on sale? Yes.
Exactly two of the strawberries are warm. Are none of the strawberries warm? No.
All of the toys are blue. Are some of the toys blue?", Yes.,1
2,all-all,"Both of the cars are on sale. Are two of the cars on sale? Yes.
Exactly two of the strawberries are warm. Are none of the strawberries warm? No.
Sidney liked all of the backpacks. Did Sidney like all of the backpacks?", Yes.,1
2,some-some,"Both of the cars are on sale. Are two of the cars on sale? Yes.
Exactly two of the strawberries are warm. Are none of the strawberries warm? No.
The woman ordered some of the snacks. Did the woman order some of the snacks?", Yes.,1
2,some-all,"Sam got several of the cars. Did Sam get none of the cars? No.
Michael wanted some of the candles. Did Michael want more than one of the candles? Yes.
Some of the apples are delicious. Are all of the apples delicious?", No.,1
2,all-some,"Sam got several of the cars. Did Sam get none of the cars? No.
Michael wanted some of the candles. Did Michael want more than one of the candles? Yes.
Sophie sold all of the bagels. Did Sophie sell some of the bagels?", Yes.,1
2,all-all,"Sam got several of the cars. Did Sam get none of the cars? No.
Michael wanted some of the candles. Did Michael want more than one of the candles? Yes.
Ann had all of the burgers. Did Ann have all of the burgers?", Yes.,1
2,some-some,"Sam got several of the cars. Did Sam get none of the cars? No.
Michael wanted some of the candles. Did Michael want more than one of the candles? Yes.
Robin owned some of the churros. Did Robin own some of the churros?", Yes.,1
2,some-all,"Ann bought two of the cakes. Did Ann buy some of the cakes? Yes.
Exactly two of the cupcakes are delicious. Are three of the cupcakes delicious? No.
The woman wanted some of the toys. Did the woman want all of the toys?", No.,1
2,all-some,"Ann bought two of the cakes. Did Ann buy some of the cakes? Yes.
Exactly two of the cupcakes are delicious. Are three of the cupcakes delicious? No.
Sidney purchased all of the cherries. Did Sidney purchase some of the cherries?", No.,0
2,all-all,"Ann bought two of the cakes. Did Ann buy some of the cakes? Yes.
Exactly two of the cupcakes are delicious. Are three of the cupcakes delicious? No.
Sophie had all of the bottles. Did Sophie have all of the bottles?", Yes.,1
2,some-some,"Ann bought two of the cakes. Did Ann buy some of the cakes? Yes.
Exactly two of the cupcakes are delicious. Are three of the cupcakes delicious? No.
The man noticed some of the hats. Did the man notice some of the hats?", Yes.,1
2,some-all,"The woman got half of the burgers. Did the woman get some of the burgers? Yes.
Jo got all of the burgers. Did Jo get none of the burgers? No.
The singer got some of the rings. Did the singer get all of the rings?", No.,1
2,all-some,"The woman got half of the burgers. Did the woman get some of the burgers? Yes.
Jo got all of the burgers. Did Jo get none of the burgers? No.
All of the burgers are cold. Are some of the burgers cold?", Yes.,1
2,all-all,"The woman got half of the burgers. Did the woman get some of the burgers? Yes.
Jo got all of the burgers. Did Jo get none of the burgers? No.
Sophie had all of the burgers. Did Sophie have all of the burgers?", Yes.,1
2,some-some,"The woman got half of the burgers. Did the woman get some of the burgers? Yes.
Jo got all of the burgers. Did Jo get none of the burgers? No.
Bill saw some of the temples. Did Bill see some of the temples?", Yes.,1
2,some-all,"Half of the mice are colourful. Are half of the mice colourful? Yes.
The woman bought none of the cherries. Did the woman buy all of the cherries? No.
The man ate some of the cakes. Did the man eat all of the cakes?", No.,1
2,all-some,"Half of the mice are colourful. Are half of the mice colourful? Yes.
The woman bought none of the cherries. Did the woman buy all of the cherries? No.
John spotted all of the warnings. Did John spot some of the warnings?", Yes.,1
2,all-all,"Half of the mice are colourful. Are half of the mice colourful? Yes.
The woman bought none of the cherries. Did the woman buy all of the cherries? No.
Sidney got all of the churros. Did Sidney get all of the churros?", Yes.,1
2,some-some,"Half of the mice are colourful. Are half of the mice colourful? Yes.
The woman bought none of the cherries. Did the woman buy all of the cherries? No.
The actor noticed some of the tickets. Did the actor notice some of the tickets?", Yes.,1
2,some-all,"Bill liked two of the pretzels. Did Bill like two of the pretzels? Yes.
Lucy had none of the churros. Did Lucy have all of the churros? No.
The actor ate some of the strawberries. Did the actor eat all of the strawberries?", No.,1
2,all-some,"Bill liked two of the pretzels. Did Bill like two of the pretzels? Yes.
Lucy had none of the churros. Did Lucy have all of the churros? No.
Sidney saw all of the churros. Did Sidney see some of the churros?", Yes.,1
2,all-all,"Bill liked two of the pretzels. Did Bill like two of the pretzels? Yes.
Lucy had none of the churros. Did Lucy have all of the churros? No.
Mark ordered all of the shoes. Did Mark order all of the shoes?", Yes.,1
2,some-some,"Bill liked two of the pretzels. Did Bill like two of the pretzels? Yes.
Lucy had none of the churros. Did Lucy have all of the churros? No.
Jo purchased some of the hats. Did Jo purchase some of the hats?", Yes.,1
