PrefixLength,Determiners,Prompt,Answer,Correct,YesLogProb,NoLogProb,MaybeLogProb,LogProbDelta
2,some-all,"If Sam has none of the rings, Sam will get a prize. Sam had most of the rings. Does Sam get a prize? No.
If some of the pastries are mouldy, you will get a prize. Two of the pastries are mouldy. Do you get a prize? Yes.
If Mark notices all of the umbrellas, Mark will get a prize. Mark noticed some of the umbrellas. Does Mark get a prize?", No.,1,-1.1415063,-0.45019546,-4.444172,-0.6913108400000001
2,all-some,"If Sam has none of the rings, Sam will get a prize. Sam had most of the rings. Does Sam get a prize? No.
If some of the pastries are mouldy, you will get a prize. Two of the pastries are mouldy. Do you get a prize? Yes.
If Sally eats some of the pretzels, Sally will get a prize. Sally ate all of the pretzels. Does Sally get a prize?", No.,0,-0.7194398,-0.69922584,-7.2133436,0.020213959999999975
2,all-all,"If Sam has none of the rings, Sam will get a prize. Sam had most of the rings. Does Sam get a prize? No.
If some of the pastries are mouldy, you will get a prize. Two of the pastries are mouldy. Do you get a prize? Yes.
If Laura wants all of the pastries, Laura will get a prize. Laura wanted all of the pastries. Does Laura get a prize?", No.,0,-0.8296362,-0.6000296,-6.6556253,0.2296066
2,some-some,"If Sam has none of the rings, Sam will get a prize. Sam had most of the rings. Does Sam get a prize? No.
If some of the pastries are mouldy, you will get a prize. Two of the pastries are mouldy. Do you get a prize? Yes.
If some of the umbrellas are yellow, you will get a prize. Some of the umbrellas are yellow. Do you get a prize?", Yes.,1,-0.5007311,-1.0593859,-4.5160966,-0.5586548000000001
2,some-all,"If John wants three of the toys, John will get a prize. John wanted three of the toys. Does John get a prize? Yes.
If the singer sells three of the strawberries, the singer will get a prize. The singer sold exactly two of the strawberries. Does the singer get a prize? No.
If Jo has all of the backpacks, Jo will get a prize. Jo had some of the backpacks. Does Jo get a prize?", No.,1,-1.4187391,-0.373638,-3.4973524,-1.0451011000000001
2,all-some,"If John wants three of the toys, John will get a prize. John wanted three of the toys. Does John get a prize? Yes.
If the singer sells three of the strawberries, the singer will get a prize. The singer sold exactly two of the strawberries. Does the singer get a prize? No.
If some of the pastries are affordable, you will get a prize. All of the pastries are affordable. Do you get a prize?", Yes.,1,-0.34928182,-1.3669249,,-1.01764308
2,all-all,"If John wants three of the toys, John will get a prize. John wanted three of the toys. Does John get a prize? Yes.
If the singer sells three of the strawberries, the singer will get a prize. The singer sold exactly two of the strawberries. Does the singer get a prize? No.
If Ann has all of the rings, Ann will get a prize. Ann had all of the rings. Does Ann get a prize?", Yes.,1,-0.7087521,-0.72827566,-5.8334503,-0.019523559999999995
2,some-some,"If John wants three of the toys, John will get a prize. John wanted three of the toys. Does John get a prize? Yes.
If the singer sells three of the strawberries, the singer will get a prize. The singer sold exactly two of the strawberries. Does the singer get a prize? No.
If Sally orders some of the peanuts, Sally will get a prize. Sally ordered some of the peanuts. Does Sally get a prize?", Yes.,1,-0.62829936,-0.8805118,-4.141166,-0.25221244
2,some-all,"If the woman gets more than two of the rings, the woman will get a prize. The woman got three of the rings. Does the woman get a prize? Yes.
If Mark notices three of the sweaters, Mark will get a prize. Mark noticed exactly two of the sweaters. Does Mark get a prize? No.
If Sidney eats all of the pancakes, Sidney will get a prize. Sidney ate some of the pancakes. Does Sidney get a prize?", No.,1,-0.9688565,-0.55744517,-4.0948787,-0.41141132999999996
2,all-some,"If the woman gets more than two of the rings, the woman will get a prize. The woman got three of the rings. Does the woman get a prize? Yes.
If Mark notices three of the sweaters, Mark will get a prize. Mark noticed exactly two of the sweaters. Does Mark get a prize? No.
If some of the bagels are affordable, you will get a prize. All of the bagels are affordable. Do you get a prize?", Yes.,1,-0.27271116,-1.5699295,,-1.29721834
2,all-all,"If the woman gets more than two of the rings, the woman will get a prize. The woman got three of the rings. Does the woman get a prize? Yes.
If Mark notices three of the sweaters, Mark will get a prize. Mark noticed exactly two of the sweaters. Does Mark get a prize? No.
If Jim wants all of the shirts, Jim will get a prize. Jim wanted all of the shirts. Does Jim get a prize?", Yes.,1,-0.55094415,-0.8936299,-6.091101,-0.34268575
2,some-some,"If the woman gets more than two of the rings, the woman will get a prize. The woman got three of the rings. Does the woman get a prize? Yes.
If Mark notices three of the sweaters, Mark will get a prize. Mark noticed exactly two of the sweaters. Does Mark get a prize? No.
If Sam gets some of the chocolates, Sam will get a prize. Sam got some of the chocolates. Does Sam get a prize?", Yes.,1,-0.3993625,-1.2016354,-4.822576,-0.8022729
2,some-all,"If the actor has one of the bottles, the actor will get a prize. The actor had exactly two of the bottles. Does the actor get a prize? No.
If Mark gets more than two of the pretzels, Mark will get a prize. Mark got three of the pretzels. Does Mark get a prize? Yes.
If Robin wants all of the keyrings, Robin will get a prize. Robin wanted some of the keyrings. Does Robin get a prize?", No.,1,-0.90606683,-0.55701447,-5.2133865,-0.34905235999999995
2,all-some,"If the actor has one of the bottles, the actor will get a prize. The actor had exactly two of the bottles. Does the actor get a prize? No.
If Mark gets more than two of the pretzels, Mark will get a prize. Mark got three of the pretzels. Does Mark get a prize? Yes.
If some of the bagels are pretty, you will get a prize. All of the bagels are pretty. Do you get a prize?", Yes.,1,-0.42043197,-1.1474943,,-0.72706233
2,all-all,"If the actor has one of the bottles, the actor will get a prize. The actor had exactly two of the bottles. Does the actor get a prize? No.
If Mark gets more than two of the pretzels, Mark will get a prize. Mark got three of the pretzels. Does Mark get a prize? Yes.
If Sidney buys all of the churros, Sidney will get a prize. Sidney bought all of the churros. Does Sidney get a prize?", Yes.,1,-0.58111095,-0.8451757,-7.0546064,-0.26406474999999996
2,some-some,"If the actor has one of the bottles, the actor will get a prize. The actor had exactly two of the bottles. Does the actor get a prize? No.
If Mark gets more than two of the pretzels, Mark will get a prize. Mark got three of the pretzels. Does Mark get a prize? Yes.
If the teacher wants some of the cakes, the teacher will get a prize. The teacher wanted some of the cakes. Does the teacher get a prize?", No.,0,-0.7105921,-0.7023065,-6.483293,0.008285600000000004
2,some-all,"If the actress sells both of the sweaters, the actress will get a prize. The actress sold both of the sweaters. Does the actress get a prize? Yes.
If Michael buys three of the bagels, Michael will get a prize. Michael bought exactly two of the bagels. Does Michael get a prize? No.
If Lucy eats all of the cakes, Lucy will get a prize. Lucy ate some of the cakes. Does Lucy get a prize?", No.,1,-0.9708344,-0.57040566,-3.8231294,-0.40042873999999995
2,all-some,"If the actress sells both of the sweaters, the actress will get a prize. The actress sold both of the sweaters. Does the actress get a prize? Yes.
If Michael buys three of the bagels, Michael will get a prize. Michael bought exactly two of the bagels. Does Michael get a prize? No.
If some of the cars are expensive, you will get a prize. All of the cars are expensive. Do you get a prize?", Yes.,1,-0.26749197,-1.5578132,,-1.29032123
2,all-all,"If the actress sells both of the sweaters, the actress will get a prize. The actress sold both of the sweaters. Does the actress get a prize? Yes.
If Michael buys three of the bagels, Michael will get a prize. Michael bought exactly two of the bagels. Does Michael get a prize? No.
If all of the apples are mouldy, you will get a prize. All of the apples are mouldy. Do you get a prize?", Yes.,1,-0.51856494,-0.9685161,,-0.44995116
2,some-some,"If the actress sells both of the sweaters, the actress will get a prize. The actress sold both of the sweaters. Does the actress get a prize? Yes.
If Michael buys three of the bagels, Michael will get a prize. Michael bought exactly two of the bagels. Does Michael get a prize? No.
If Mark sells some of the chocolates, Mark will get a prize. Mark sold some of the chocolates. Does Mark get a prize?", Yes.,1,-0.60152394,-0.92357206,-4.031551,-0.32204812000000005
2,some-all,"If the actress wants one of the pretzels, the actress will get a prize. The actress wanted exactly two of the pretzels. Does the actress get a prize? No.
If Ann likes more than two of the snacks, Ann will get a prize. Ann liked three of the snacks. Does Ann get a prize? Yes.
If Laura likes all of the shirts, Laura will get a prize. Laura liked some of the shirts. Does Laura get a prize?", No.,1,-0.9757409,-0.53078705,-4.38996,-0.44495385
2,all-some,"If the actress wants one of the pretzels, the actress will get a prize. The actress wanted exactly two of the pretzels. Does the actress get a prize? No.
If Ann likes more than two of the snacks, Ann will get a prize. Ann liked three of the snacks. Does Ann get a prize? Yes.
If some of the candles are red, you will get a prize. All of the candles are red. Do you get a prize?", Yes.,1,-0.2512392,-1.6354097,,-1.3841705000000002
2,all-all,"If the actress wants one of the pretzels, the actress will get a prize. The actress wanted exactly two of the pretzels. Does the actress get a prize? No.
If Ann likes more than two of the snacks, Ann will get a prize. Ann liked three of the snacks. Does Ann get a prize? Yes.
If Jim has all of the oranges, Jim will get a prize. Jim had all of the oranges. Does Jim get a prize?", Yes.,1,-0.5140031,-0.93886507,-6.9734373,-0.4248619699999999
2,some-some,"If the actress wants one of the pretzels, the actress will get a prize. The actress wanted exactly two of the pretzels. Does the actress get a prize? No.
If Ann likes more than two of the snacks, Ann will get a prize. Ann liked three of the snacks. Does Ann get a prize? Yes.
If some of the bagels are colourful, you will get a prize. Some of the bagels are colourful. Do you get a prize?", Yes.,1,-0.5300226,-0.9729776,-5.4826326,-0.442955
2,some-all,"If Sophie wants two of the scarves, Sophie will get a prize. Sophie wanted some of the scarves. Does Sophie get a prize? Yes.
If Sophie sees none of the giraffes, Sophie will get a prize. Sophie saw all of the giraffes. Does Sophie get a prize? No.
If the singer buys all of the pretzels, the singer will get a prize. The singer bought some of the pretzels. Does the singer get a prize?", Yes.,0,-0.64105016,-0.8100527,-4.7037787,0.16900253999999992
2,all-some,"If Sophie wants two of the scarves, Sophie will get a prize. Sophie wanted some of the scarves. Does Sophie get a prize? Yes.
If Sophie sees none of the giraffes, Sophie will get a prize. Sophie saw all of the giraffes. Does Sophie get a prize? No.
If the actor purchases some of the hats, the actor will get a prize. The actor purchased all of the hats. Does the actor get a prize?", Yes.,1,-0.19109973,-1.8298516,,-1.63875187
2,all-all,"If Sophie wants two of the scarves, Sophie will get a prize. Sophie wanted some of the scarves. Does Sophie get a prize? Yes.
If Sophie sees none of the giraffes, Sophie will get a prize. Sophie saw all of the giraffes. Does Sophie get a prize? No.
If the singer gets all of the shoes, the singer will get a prize. The singer got all of the shoes. Does the singer get a prize?", Yes.,1,-0.19455825,-1.8214235,,-1.62686525
2,some-some,"If Sophie wants two of the scarves, Sophie will get a prize. Sophie wanted some of the scarves. Does Sophie get a prize? Yes.
If Sophie sees none of the giraffes, Sophie will get a prize. Sophie saw all of the giraffes. Does Sophie get a prize? No.
If the woman has some of the bottles, the woman will get a prize. The woman had some of the bottles. Does the woman get a prize?", Yes.,1,-0.3639351,-1.2490329,-5.86955,-0.8850978
2,some-all,"If three of the keyrings are expensive, you will get a prize. Exactly two of the keyrings are expensive. Do you get a prize? No.
If more than one of the shirts are pretty, you will get a prize. Some of the shirts are pretty. Do you get a prize? Yes.
If the singer wants all of the cupcakes, the singer will get a prize. The singer wanted some of the cupcakes. Does the singer get a prize?", Yes.,0,-0.69464636,-0.79374075,-5.7374544,0.09909438999999998
2,all-some,"If three of the keyrings are expensive, you will get a prize. Exactly two of the keyrings are expensive. Do you get a prize? No.
If more than one of the shirts are pretty, you will get a prize. Some of the shirts are pretty. Do you get a prize? Yes.
If Laura gets some of the peanuts, Laura will get a prize. Laura got all of the peanuts. Does Laura get a prize?", Yes.,1,-0.45268503,-1.0996691,,-0.64698407
2,all-all,"If three of the keyrings are expensive, you will get a prize. Exactly two of the keyrings are expensive. Do you get a prize? No.
If more than one of the shirts are pretty, you will get a prize. Some of the shirts are pretty. Do you get a prize? Yes.
If Jo wants all of the peanuts, Jo will get a prize. Jo wanted all of the peanuts. Does Jo get a prize?", Yes.,1,-0.62697285,-0.8720673,-5.9671216,-0.24509444999999996
2,some-some,"If three of the keyrings are expensive, you will get a prize. Exactly two of the keyrings are expensive. Do you get a prize? No.
If more than one of the shirts are pretty, you will get a prize. Some of the shirts are pretty. Do you get a prize? Yes.
If Adam owns some of the peanuts, Adam will get a prize. Adam owned some of the peanuts. Does Adam get a prize?", Yes.,1,-0.52371454,-1.0171418,-6.0229287,-0.49342726000000015
2,some-all,"If Laura notices some of the cakes, Laura will get a prize. Laura noticed half of the cakes. Does Laura get a prize? Yes.
If three of the umbrellas are blue, you will get a prize. Exactly two of the umbrellas are blue. Do you get a prize? No.
If Sam orders all of the pretzels, Sam will get a prize. Sam ordered some of the pretzels. Does Sam get a prize?", No.,1,-0.85088325,-0.6663167,-3.7737918,-0.18456655
2,all-some,"If Laura notices some of the cakes, Laura will get a prize. Laura noticed half of the cakes. Does Laura get a prize? Yes.
If three of the umbrellas are blue, you will get a prize. Exactly two of the umbrellas are blue. Do you get a prize? No.
If Jo gets some of the shirts, Jo will get a prize. Jo got all of the shirts. Does Jo get a prize?", Yes.,1,-0.29695904,-1.431179,-7.320396,-1.13421996
2,all-all,"If Laura notices some of the cakes, Laura will get a prize. Laura noticed half of the cakes. Does Laura get a prize? Yes.
If three of the umbrellas are blue, you will get a prize. Exactly two of the umbrellas are blue. Do you get a prize? No.
If Sally buys all of the peanuts, Sally will get a prize. Sally bought all of the peanuts. Does Sally get a prize?", Yes.,1,-0.31319156,-1.4235888,-5.6146784,-1.1103972400000002
2,some-some,"If Laura notices some of the cakes, Laura will get a prize. Laura noticed half of the cakes. Does Laura get a prize? Yes.
If three of the umbrellas are blue, you will get a prize. Exactly two of the umbrellas are blue. Do you get a prize? No.
If some of the candles are impressive, you will get a prize. Some of the candles are impressive. Do you get a prize?", Yes.,1,-0.46836567,-1.4017344,-3.2008715,-0.93336873
2,some-all,"If the singer sells some of the churros, the singer will get a prize. The singer sold half of the churros. Does the singer get a prize? Yes.
If Sally wants none of the oranges, Sally will get a prize. Sally wanted all of the oranges. Does Sally get a prize? No.
If Sophie eats all of the chocolates, Sophie will get a prize. Sophie ate some of the chocolates. Does Sophie get a prize?", Yes.,0,-0.6485286,-0.7982861,-4.2540317,0.1497575
2,all-some,"If the singer sells some of the churros, the singer will get a prize. The singer sold half of the churros. Does the singer get a prize? Yes.
If Sally wants none of the oranges, Sally will get a prize. Sally wanted all of the oranges. Does Sally get a prize? No.
If Ann sells some of the bagels, Ann will get a prize. Ann sold all of the bagels. Does Ann get a prize?", Yes.,1,-0.32375517,-1.3071766,-7.495042,-0.98342143
2,all-all,"If the singer sells some of the churros, the singer will get a prize. The singer sold half of the churros. Does the singer get a prize? Yes.
If Sally wants none of the oranges, Sally will get a prize. Sally wanted all of the oranges. Does Sally get a prize? No.
If Sophie eats all of the apples, Sophie will get a prize. Sophie ate all of the apples. Does Sophie get a prize?", Yes.,1,-0.17269544,-1.8826908,-7.420395,-1.70999536
2,some-some,"If the singer sells some of the churros, the singer will get a prize. The singer sold half of the churros. Does the singer get a prize? Yes.
If Sally wants none of the oranges, Sally will get a prize. Sally wanted all of the oranges. Does Sally get a prize? No.
If the singer likes some of the snacks, the singer will get a prize. The singer liked some of the snacks. Does the singer get a prize?", Yes.,1,-0.4740085,-1.0293598,-4.694265,-0.5553512999999999
2,some-all,"If the actor wants some of the rings, the actor will get a prize. The actor wanted none of the rings. Does the actor get a prize? No.
If Mark sees some of the pretzels, Mark will get a prize. Mark saw two of the pretzels. Does Mark get a prize? Yes.
If Jim purchases all of the snacks, Jim will get a prize. Jim purchased some of the snacks. Does Jim get a prize?", No.,1,-0.9121773,-0.56884307,-4.3713903,-0.34333422999999996
2,all-some,"If the actor wants some of the rings, the actor will get a prize. The actor wanted none of the rings. Does the actor get a prize? No.
If Mark sees some of the pretzels, Mark will get a prize. Mark saw two of the pretzels. Does Mark get a prize? Yes.
If Bill wants some of the bagels, Bill will get a prize. Bill wanted all of the bagels. Does Bill get a prize?", Yes.,1,-0.32307762,-1.3207049,-7.64503,-0.9976272799999999
2,all-all,"If the actor wants some of the rings, the actor will get a prize. The actor wanted none of the rings. Does the actor get a prize? No.
If Mark sees some of the pretzels, Mark will get a prize. Mark saw two of the pretzels. Does Mark get a prize? Yes.
If all of the pastries are delicious, you will get a prize. All of the pastries are delicious. Do you get a prize?", Yes.,1,-0.14927053,-2.230886,,-2.08161547
2,some-some,"If the actor wants some of the rings, the actor will get a prize. The actor wanted none of the rings. Does the actor get a prize? No.
If Mark sees some of the pretzels, Mark will get a prize. Mark saw two of the pretzels. Does Mark get a prize? Yes.
If the actor wants some of the shoes, the actor will get a prize. The actor wanted some of the shoes. Does the actor get a prize?", Yes.,1,-0.12454632,-2.243767,-6.0750384,-2.11922068
2,some-all,"If more than one of the snacks are tasty, you will get a prize. Some of the snacks are tasty. Do you get a prize? Yes.
If Michael notices none of the peanuts, Michael will get a prize. Michael noticed all of the peanuts. Does Michael get a prize? No.
If Ann notices all of the cars, Ann will get a prize. Ann noticed some of the cars. Does Ann get a prize?", Yes.,0,-0.61209977,-0.92065156,-3.5563822,0.30855179
2,all-some,"If more than one of the snacks are tasty, you will get a prize. Some of the snacks are tasty. Do you get a prize? Yes.
If Michael notices none of the peanuts, Michael will get a prize. Michael noticed all of the peanuts. Does Michael get a prize? No.
If Lucy wants some of the mugs, Lucy will get a prize. Lucy wanted all of the mugs. Does Lucy get a prize?", Yes.,1,-0.5670031,-0.8675974,-6.4933677,-0.3005943
2,all-all,"If more than one of the snacks are tasty, you will get a prize. Some of the snacks are tasty. Do you get a prize? Yes.
If Michael notices none of the peanuts, Michael will get a prize. Michael noticed all of the peanuts. Does Michael get a prize? No.
If the man eats all of the chocolates, the man will get a prize. The man ate all of the chocolates. Does the man get a prize?", Yes.,1,-0.33648467,-1.3168732,-6.754625,-0.9803885300000001
2,some-some,"If more than one of the snacks are tasty, you will get a prize. Some of the snacks are tasty. Do you get a prize? Yes.
If Michael notices none of the peanuts, Michael will get a prize. Michael noticed all of the peanuts. Does Michael get a prize? No.
If some of the keyrings are blue, you will get a prize. Some of the keyrings are blue. Do you get a prize?", Yes.,1,-0.32593566,-1.369427,-5.137108,-1.0434913399999999
2,some-all,"If none of the candles are affordable, you will get a prize. All of the candles are affordable. Do you get a prize? No.
If some of the pancakes are pretty, you will get a prize. Half of the pancakes are pretty. Do you get a prize? Yes.
If Adam purchases all of the burgers, Adam will get a prize. Adam purchased some of the burgers. Does Adam get a prize?", Yes.,0,-0.6411048,-0.8724586,-4.90203,0.23135379999999994
2,all-some,"If none of the candles are affordable, you will get a prize. All of the candles are affordable. Do you get a prize? No.
If some of the pancakes are pretty, you will get a prize. Half of the pancakes are pretty. Do you get a prize? Yes.
If the teacher orders some of the cakes, the teacher will get a prize. The teacher ordered all of the cakes. Does the teacher get a prize?", Yes.,1,-0.44237688,-1.1057299,,-0.6633530200000001
2,all-all,"If none of the candles are affordable, you will get a prize. All of the candles are affordable. Do you get a prize? No.
If some of the pancakes are pretty, you will get a prize. Half of the pancakes are pretty. Do you get a prize? Yes.
If Sam eats all of the cherries, Sam will get a prize. Sam ate all of the cherries. Does Sam get a prize?", Yes.,1,-0.3280666,-1.4454485,,-1.1173818999999998
2,some-some,"If none of the candles are affordable, you will get a prize. All of the candles are affordable. Do you get a prize? No.
If some of the pancakes are pretty, you will get a prize. Half of the pancakes are pretty. Do you get a prize? Yes.
If Jim sees some of the warnings, Jim will get a prize. Jim saw some of the warnings. Does Jim get a prize?", Yes.,1,-0.42432523,-1.1909038,-5.636056,-0.7665785700000001
2,some-all,"If Mary gets two of the sandwiches, Mary will get a prize. Mary got some of the sandwiches. Does Mary get a prize? Yes.
If Jim likes none of the snacks, Jim will get a prize. Jim liked most of the snacks. Does Jim get a prize? No.
If Mary gets all of the toys, Mary will get a prize. Mary got some of the toys. Does Mary get a prize?", No.,1,-0.92066085,-0.5750034,-3.914664,-0.3456574499999999
2,all-some,"If Mary gets two of the sandwiches, Mary will get a prize. Mary got some of the sandwiches. Does Mary get a prize? Yes.
If Jim likes none of the snacks, Jim will get a prize. Jim liked most of the snacks. Does Jim get a prize? No.
If John orders some of the chocolates, John will get a prize. John ordered all of the chocolates. Does John get a prize?", Yes.,1,-0.28562793,-1.4316431,-7.3393507,-1.14601517
2,all-all,"If Mary gets two of the sandwiches, Mary will get a prize. Mary got some of the sandwiches. Does Mary get a prize? Yes.
If Jim likes none of the snacks, Jim will get a prize. Jim liked most of the snacks. Does Jim get a prize? No.
If Sidney buys all of the toys, Sidney will get a prize. Sidney bought all of the toys. Does Sidney get a prize?", Yes.,1,-0.13738889,-2.1603913,-6.657595,-2.02300241
2,some-some,"If Mary gets two of the sandwiches, Mary will get a prize. Mary got some of the sandwiches. Does Mary get a prize? Yes.
If Jim likes none of the snacks, Jim will get a prize. Jim liked most of the snacks. Does Jim get a prize? No.
If some of the mugs are blue, you will get a prize. Some of the mugs are blue. Do you get a prize?", Yes.,1,-0.28539714,-1.6360365,-4.141236,-1.35063936
2,some-all,"If the woman eats more than two of the sandwiches, the woman will get a prize. The woman ate three of the sandwiches. Does the woman get a prize? Yes.
If Sidney has none of the pancakes, Sidney will get a prize. Sidney had several of the pancakes. Does Sidney get a prize? No.
If Sam purchases all of the tickets, Sam will get a prize. Sam purchased some of the tickets. Does Sam get a prize?", No.,1,-0.85886586,-0.6645642,-3.45117,-0.19430165999999993
2,all-some,"If the woman eats more than two of the sandwiches, the woman will get a prize. The woman ate three of the sandwiches. Does the woman get a prize? Yes.
If Sidney has none of the pancakes, Sidney will get a prize. Sidney had several of the pancakes. Does Sidney get a prize? No.
If John sells some of the sandwiches, John will get a prize. John sold all of the sandwiches. Does John get a prize?", Yes.,1,-0.47041407,-1.0071992,-6.780812,-0.53678513
2,all-all,"If the woman eats more than two of the sandwiches, the woman will get a prize. The woman ate three of the sandwiches. Does the woman get a prize? Yes.
If Sidney has none of the pancakes, Sidney will get a prize. Sidney had several of the pancakes. Does Sidney get a prize? No.
If the man sells all of the snacks, the man will get a prize. The man sold all of the snacks. Does the man get a prize?", Yes.,1,-0.24082078,-1.5999705,-6.581324,-1.35914972
2,some-some,"If the woman eats more than two of the sandwiches, the woman will get a prize. The woman ate three of the sandwiches. Does the woman get a prize? Yes.
If Sidney has none of the pancakes, Sidney will get a prize. Sidney had several of the pancakes. Does Sidney get a prize? No.
If John orders some of the keyrings, John will get a prize. John ordered some of the keyrings. Does John get a prize?", Yes.,1,-0.43991163,-1.0990113,-4.8250284,-0.6590996699999999
2,some-all,"If the woman purchases none of the sandwiches, the woman will get a prize. The woman purchased several of the sandwiches. Does the woman get a prize? No.
If Sophie likes both of the sandwiches, Sophie will get a prize. Sophie liked both of the sandwiches. Does Sophie get a prize? Yes.
If Sally gets all of the sweaters, Sally will get a prize. Sally got some of the sweaters. Does Sally get a prize?", No.,1,-0.9925866,-0.53078324,-4.137217,-0.46180336
2,all-some,"If the woman purchases none of the sandwiches, the woman will get a prize. The woman purchased several of the sandwiches. Does the woman get a prize? No.
If Sophie likes both of the sandwiches, Sophie will get a prize. Sophie liked both of the sandwiches. Does Sophie get a prize? Yes.
If Sidney eats some of the peanuts, Sidney will get a prize. Sidney ate all of the peanuts. Does Sidney get a prize?", Yes.,1,-0.5866397,-0.83093673,-7.7474523,-0.24429703000000003
2,all-all,"If the woman purchases none of the sandwiches, the woman will get a prize. The woman purchased several of the sandwiches. Does the woman get a prize? No.
If Sophie likes both of the sandwiches, Sophie will get a prize. Sophie liked both of the sandwiches. Does Sophie get a prize? Yes.
If the woman owns all of the umbrellas, the woman will get a prize. The woman owned all of the umbrellas. Does the woman get a prize?", No.,0,-0.7236207,-0.6834099,-6.880744,0.04021079999999999
2,some-some,"If the woman purchases none of the sandwiches, the woman will get a prize. The woman purchased several of the sandwiches. Does the woman get a prize? No.
If Sophie likes both of the sandwiches, Sophie will get a prize. Sophie liked both of the sandwiches. Does Sophie get a prize? Yes.
If some of the sweaters are orange, you will get a prize. Some of the sweaters are orange. Do you get a prize?", Yes.,1,-0.58393943,-0.8800019,-5.4202847,-0.29606246999999997
2,some-all,"If Ann orders three of the bottles, Ann will get a prize. Ann ordered exactly two of the bottles. Does Ann get a prize? No.
If Ann purchases half of the cakes, Ann will get a prize. Ann purchased half of the cakes. Does Ann get a prize? Yes.
If Sidney notices all of the dogs, Sidney will get a prize. Sidney noticed some of the dogs. Does Sidney get a prize?", No.,1,-0.79077005,-0.7089829,-3.9986022,-0.08178715000000003
2,all-some,"If Ann orders three of the bottles, Ann will get a prize. Ann ordered exactly two of the bottles. Does Ann get a prize? No.
If Ann purchases half of the cakes, Ann will get a prize. Ann purchased half of the cakes. Does Ann get a prize? Yes.
If the actress likes some of the cakes, the actress will get a prize. The actress liked all of the cakes. Does the actress get a prize?", Yes.,1,-0.4551292,-1.0397621,,-0.5846328999999999
2,all-all,"If Ann orders three of the bottles, Ann will get a prize. Ann ordered exactly two of the bottles. Does Ann get a prize? No.
If Ann purchases half of the cakes, Ann will get a prize. Ann purchased half of the cakes. Does Ann get a prize? Yes.
If all of the backpacks are sold out, you will get a prize. All of the backpacks are sold out. Do you get a prize?", Yes.,1,-0.58115566,-0.88807464,,-0.30691898000000006
2,some-some,"If Ann orders three of the bottles, Ann will get a prize. Ann ordered exactly two of the bottles. Does Ann get a prize? No.
If Ann purchases half of the cakes, Ann will get a prize. Ann purchased half of the cakes. Does Ann get a prize? Yes.
If Sidney buys some of the tickets, Sidney will get a prize. Sidney bought some of the tickets. Does Sidney get a prize?", Yes.,1,-0.42005885,-1.1523358,-5.196056,-0.7322769499999999
2,some-all,"If Bill buys more than one of the pancakes, Bill will get a prize. Bill bought some of the pancakes. Does Bill get a prize? Yes.
If Adam buys none of the keyrings, Adam will get a prize. Adam bought exactly two of the keyrings. Does Adam get a prize? No.
If Adam wants all of the burgers, Adam will get a prize. Adam wanted some of the burgers. Does Adam get a prize?", No.,1,-0.8303387,-0.61122257,-5.1155868,-0.21911612999999996
2,all-some,"If Bill buys more than one of the pancakes, Bill will get a prize. Bill bought some of the pancakes. Does Bill get a prize? Yes.
If Adam buys none of the keyrings, Adam will get a prize. Adam bought exactly two of the keyrings. Does Adam get a prize? No.
If Ann gets some of the chocolates, Ann will get a prize. Ann got all of the chocolates. Does Ann get a prize?", Yes.,1,-0.26010346,-1.5169929,,-1.25688944
2,all-all,"If Bill buys more than one of the pancakes, Bill will get a prize. Bill bought some of the pancakes. Does Bill get a prize? Yes.
If Adam buys none of the keyrings, Adam will get a prize. Adam bought exactly two of the keyrings. Does Adam get a prize? No.
If Mary orders all of the umbrellas, Mary will get a prize. Mary ordered all of the umbrellas. Does Mary get a prize?", Yes.,1,-0.2716964,-1.4924797,-6.8303814,-1.2207833000000001
2,some-some,"If Bill buys more than one of the pancakes, Bill will get a prize. Bill bought some of the pancakes. Does Bill get a prize? Yes.
If Adam buys none of the keyrings, Adam will get a prize. Adam bought exactly two of the keyrings. Does Adam get a prize? No.
If Adam buys some of the cakes, Adam will get a prize. Adam bought some of the cakes. Does Adam get a prize?", Yes.,1,-0.33363914,-1.3065243,-5.898409,-0.9728851599999999
2,some-all,"If Mary spots three of the scarves, Mary will get a prize. Mary spotted three of the scarves. Does Mary get a prize? Yes.
If Lucy purchases none of the hats, Lucy will get a prize. Lucy purchased most of the hats. Does Lucy get a prize? No.
If Sally notices all of the cars, Sally will get a prize. Sally noticed some of the cars. Does Sally get a prize?", Yes.,0,-0.73491395,-0.87819785,-2.8311777,0.1432838999999999
2,all-some,"If Mary spots three of the scarves, Mary will get a prize. Mary spotted three of the scarves. Does Mary get a prize? Yes.
If Lucy purchases none of the hats, Lucy will get a prize. Lucy purchased most of the hats. Does Lucy get a prize? No.
If Adam gets some of the rings, Adam will get a prize. Adam got all of the rings. Does Adam get a prize?", Yes.,1,-0.10682973,-2.3847837,,-2.27795397
2,all-all,"If Mary spots three of the scarves, Mary will get a prize. Mary spotted three of the scarves. Does Mary get a prize? Yes.
If Lucy purchases none of the hats, Lucy will get a prize. Lucy purchased most of the hats. Does Lucy get a prize? No.
If the teacher likes all of the tickets, the teacher will get a prize. The teacher liked all of the tickets. Does the teacher get a prize?", Yes.,1,-0.34397838,-1.2957835,-5.953979,-0.95180512
